time_start_loading,time_sweeping_start,time_bfgs_start,time_done
128485.762004985,128485.770749322,128501.409714146,128539.242274831
128313.229617792,128313.238371968,128328.834051326,128368.244060222
114464.657964618,114464.666444267,114478.786893043,114518.25874044
127763.186957844,127763.19613558,127779.161270231,127817.295498094
114294.917502931,114294.927290501,114310.522181237,114348.289067302
127870.021328424,127870.03052042,127885.69511798,127923.757453842
128305.752775227,128305.761768355,128321.335023861,128360.123353891
114191.470177658,114191.47900465,114207.013689039,114245.1193333
114296.397104559,114296.406218045,114311.921214116,114348.949864682
127924.388247301,127924.397144368,127940.227074578,127977.952656237
114237.605215638,114237.614306626,114253.26674966,114290.409678428
114301.334934311,114301.343893811,114316.901936559,114355.577544675
114456.049905327,114456.058666036,114471.595072438,114509.955964635
114521.705666399,114521.715729758,114537.207418611,114575.557915194
128390.727072767,128390.736710524,128406.261798873,128443.245053342
128513.334752976,128513.343398592,128529.067055855,128567.423413652
128151.404371717,128151.414588646,128167.138376138,128207.332052635
127979.694512629,127979.703326952,127995.196920456,128033.218247521
114139.42593035,114139.434586293,114155.148665861,114196.019664083
113866.429979303,113866.472849354,113882.320046664,113919.729576702
127925.718974436,127925.727829582,127941.410632578,127979.691035595
114497.650663686,114497.660450746,114513.323250245,114553.635508107
114661.909479932,114661.918556758,114677.466975428,114715.817705616
114074.997866048,114075.006731026,114090.686709416,114127.839045811
127984.822514472,127984.835702936,128000.594808928,128040.547066772
114191.954801312,114191.964603976,114207.41927738,114246.774710618
114608.38969623,114608.398690798,114624.072351445,114661.056015977
128089.117559692,128089.126162806,128104.741548779,128143.638552825
114355.802674227,114355.812302726,114371.45583813,114411.007322033
127870.16620226,127870.179624847,127885.708449892,127923.388165536
127763.529320071,127763.539093681,127779.160193106,127817.104499514
127709.418363308,127709.429586759,127725.361332087,127762.741444853
128337.246822394,128337.255694259,128352.931308614,128390.722749243
114025.414714324,114025.424487273,114041.348977166,114080.541584489
128362.960134419,128362.968939985,128378.462800357,128415.941274294
127763.083898337,127763.094398875,127778.90138944,127815.81965267
127871.457388995,127871.466391104,127887.191813646,127927.220832383
114079.836442706,114079.845533549,114095.545141822,114133.218825307
128098.748656525,128098.757499398,128114.397123127,128154.797024137
127819.291485347,127819.300311762,127834.982703734,127874.380968175
