,nodes,efficiency,efficiency_error
0,1,100.0,0.25542591858965774
1,2,96.29968690647348,0.28038050393768676
2,4,94.72523528281674,0.9519994236447606
3,8,88.359790154246,3.0303708152601607
4,16,78.65119694138988,1.893982888755184
5,32,48.03516066350706,2.771639051577327
